ctryname,cowcode2,politycode,un_region_name,un_continent_name,ehead,leaderspellreg,democracy,regime,start_year,duration,observed
Kyrgyzstan,703,703.0,Central Asia,Asia,Feliks Kulov,Feliks Kulov.Kyrgyzstan.2005.2006.Mixed Dem,Democracy,Mixed Dem,2005,2,1
Kyrgyzstan,703,703.0,Central Asia,Asia,Igor Chudinov,Igor Chudinov.Kyrgyzstan.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2,0
Laos,812,812.0,South-Eastern Asia,Asia,Prince Souvanna Phouma,Prince Souvanna Phouma.Laos.1953.1953.Parliamentary Dem,Democracy,Parliamentary Dem,1953,1,1
Laos,812,812.0,South-Eastern Asia,Asia,Katay Don Sasorith,Katay Don Sasorith.Laos.1954.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1954,2,1
Laos,812,812.0,South-Eastern Asia,Asia,Prince Souvanna Phouma,Prince Souvanna Phouma.Laos.1956.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1956,2,1
Laos,812,812.0,South-Eastern Asia,Asia,Phoui Sananikone,Phoui Sananikone.Laos.1958.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1958,1,1
Laos,812,812.0,South-Eastern Asia,Asia,Phoumi Nosavan,Phoumi Nosavan.Laos.1959.1961.Military Dict,Non-democracy,Military Dict,1959,3,1
Laos,812,812.0,South-Eastern Asia,Asia,Prince Souvanna Phouma,Prince Souvanna Phouma.Laos.1962.1974.Civilian Dict,Non-democracy,Civilian Dict,1962,13,1
Laos,812,812.0,South-Eastern Asia,Asia,Kaysone Phomvihan,Kaysone Phomvihan.Laos.1975.1991.Civilian Dict,Non-democracy,Civilian Dict,1975,17,0
Laos,812,812.0,South-Eastern Asia,Asia,Khamtay Siphandon,Khamtay Siphandon.Laos.1992.2005.Military Dict,Non-democracy,Military Dict,1992,14,1
Laos,812,812.0,South-Eastern Asia,Asia,Choummaly Sayasone,Choummaly Sayasone.Laos.2006.2008.Military Dict,Non-democracy,Military Dict,2006,3,0
Latvia,367,367.0,Northern Europe,Europe,Ivars Godmanis,Ivars Godmanis.Latvia.1991.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1991,2,1
Latvia,367,367.0,Northern Europe,Europe,Valdis Birkavs,Valdis Birkavs.Latvia.1993.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1993,1,1
Latvia,367,367.0,Northern Europe,Europe,Maris Gailis,Maris Gailis.Latvia.1994.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1994,1,1
Latvia,367,367.0,Northern Europe,Europe,Andris Skele,Andris Skele.Latvia.1995.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1995,2,1
Latvia,367,367.0,Northern Europe,Europe,Guntars Krasts,Guntars Krasts.Latvia.1997.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1,1
Latvia,367,367.0,Northern Europe,Europe,Vilis Kristopans,Vilis Kristopans.Latvia.1998.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1998,1,1
Latvia,367,367.0,Northern Europe,Europe,Andris Skele,Andris Skele.Latvia.1999.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1999,1,1
Latvia,367,367.0,Northern Europe,Europe,Andris Berzins,Andris Berzins.Latvia.2000.2001.Parliamentary Dem,Democracy,Parliamentary Dem,2000,2,1
Latvia,367,367.0,Northern Europe,Europe,Einars Repse,Einars Repse.Latvia.2002.2003.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2,1
Latvia,367,367.0,Northern Europe,Europe,Aigars Kalvitis,Aigars Kalvitis.Latvia.2004.2006.Parliamentary Dem,Democracy,Parliamentary Dem,2004,3,1
Latvia,367,367.0,Northern Europe,Europe,Ivars Godmanis,Ivars Godmanis.Latvia.2007.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2007,2,0
Lebanon,660,660.0,Western Asia,Asia,Riyad es-Solh,Riyad es-Solh.Lebanon.1946.1950.Parliamentary Dem,Democracy,Parliamentary Dem,1946,5,1
Lebanon,660,660.0,Western Asia,Asia,Abdullah Aref al-Yafi,Abdullah Aref al-Yafi.Lebanon.1951.1951.Parliamentary Dem,Democracy,Parliamentary Dem,1951,1,1
Lebanon,660,660.0,Western Asia,Asia,Amir Khalid Chehab,Amir Khalid Chehab.Lebanon.1952.1952.Parliamentary Dem,Democracy,Parliamentary Dem,1952,1,1
Lebanon,660,660.0,Western Asia,Asia,Abdullah Aref al-Yafi,Abdullah Aref al-Yafi.Lebanon.1953.1953.Parliamentary Dem,Democracy,Parliamentary Dem,1953,1,1
Lebanon,660,660.0,Western Asia,Asia,Abd' Rashin Sami es-Solh,Abd' Rashin Sami es-Solh.Lebanon.1954.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1954,1,1
Lebanon,660,660.0,Western Asia,Asia,Rashid Karame,Rashid Karame.Lebanon.1955.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1955,1,1
Lebanon,660,660.0,Western Asia,Asia,Abd' Rashin Sami es-Solh,Abd' Rashin Sami es-Solh.Lebanon.1956.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1956,2,1
Lebanon,660,660.0,Western Asia,Asia,Rashid Karame,Rashid Karame.Lebanon.1958.1959.Parliamentary Dem,Democracy,Parliamentary Dem,1958,2,1
Lebanon,660,660.0,Western Asia,Asia,Saeb Sallam,Saeb Sallam.Lebanon.1960.1960.Parliamentary Dem,Democracy,Parliamentary Dem,1960,1,1
Lebanon,660,660.0,Western Asia,Asia,Rashid Karame,Rashid Karame.Lebanon.1961.1963.Parliamentary Dem,Democracy,Parliamentary Dem,1961,3,1
Lebanon,660,660.0,Western Asia,Asia,Hussein al-Oweini,Hussein al-Oweini.Lebanon.1964.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1964,1,1
Lebanon,660,660.0,Western Asia,Asia,Rashid Karame,Rashid Karame.Lebanon.1965.1967.Parliamentary Dem,Democracy,Parliamentary Dem,1965,3,1
Lebanon,660,660.0,Western Asia,Asia,Abdullah Aref al-Yafi,Abdullah Aref al-Yafi.Lebanon.1968.1968.Parliamentary Dem,Democracy,Parliamentary Dem,1968,1,1
Lebanon,660,660.0,Western Asia,Asia,Rashid Karame,Rashid Karame.Lebanon.1969.1969.Parliamentary Dem,Democracy,Parliamentary Dem,1969,1,1
Lebanon,660,660.0,Western Asia,Asia,Saeb Sallam,Saeb Sallam.Lebanon.1970.1972.Parliamentary Dem,Democracy,Parliamentary Dem,1970,3,1
Lebanon,660,660.0,Western Asia,Asia,Takieddin es-Solh,Takieddin es-Solh.Lebanon.1973.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1973,1,1
Lebanon,660,660.0,Western Asia,Asia,Rashid es-Solh,Rashid es-Solh.Lebanon.1974.1974.Parliamentary Dem,Democracy,Parliamentary Dem,1974,1,1
Lebanon,660,660.0,Western Asia,Asia,Soleiman Kabalan Franjieh,Soleiman Kabalan Franjieh.Lebanon.1975.1975.Civilian Dict,Non-democracy,Civilian Dict,1975,1,1
Lebanon,660,660.0,Western Asia,Asia,Elias Sarkis,Elias Sarkis.Lebanon.1976.1981.Civilian Dict,Non-democracy,Civilian Dict,1976,6,1
Lebanon,660,660.0,Western Asia,Asia,Amine Pierre Gemayel,Amine Pierre Gemayel.Lebanon.1982.1987.Civilian Dict,Non-democracy,Civilian Dict,1982,6,1
Lebanon,660,660.0,Western Asia,Asia,Michel Aoun,Michel Aoun.Lebanon.1988.1988.Military Dict,Non-democracy,Military Dict,1988,1,1
Lebanon,660,660.0,Western Asia,Asia,Elias Khalil Haraoui,Elias Khalil Haraoui.Lebanon.1989.1997.Civilian Dict,Non-democracy,Civilian Dict,1989,9,1
Lebanon,660,660.0,Western Asia,Asia,Emile Geamil Lahoud,Emile Geamil Lahoud.Lebanon.1998.2006.Military Dict,Non-democracy,Military Dict,1998,9,1
Lebanon,660,660.0,Western Asia,Asia,Fouad Siniora,Fouad Siniora.Lebanon.2007.2007.Civilian Dict,Non-democracy,Civilian Dict,2007,1,1
Lebanon,660,660.0,Western Asia,Asia,Michel Suleiman,Michel Suleiman.Lebanon.2008.2008.Military Dict,Non-democracy,Military Dict,2008,1,0
Lesotho,570,570.0,Southern Africa,Africa,Leabua Jonathan,Leabua Jonathan.Lesotho.1966.1985.Civilian Dict,Non-democracy,Civilian Dict,1966,20,1
Lesotho,570,570.0,Southern Africa,Africa,Justin Metsino Lekhanya,Justin Metsino Lekhanya.Lesotho.1986.1990.Military Dict,Non-democracy,Military Dict,1986,5,1
Lesotho,570,570.0,Southern Africa,Africa,Elias Phisoana Ramaema,Elias Phisoana Ramaema.Lesotho.1991.1992.Military Dict,Non-democracy,Military Dict,1991,2,1
Lesotho,570,570.0,Southern Africa,Africa,Ntsu Mokhehle,Ntsu Mokhehle.Lesotho.1993.1997.Civilian Dict,Non-democracy,Civilian Dict,1993,5,1
Lesotho,570,570.0,Southern Africa,Africa,Pakalitha Mosisili,Pakalitha Mosisili.Lesotho.1998.2008.Civilian Dict,Non-democracy,Civilian Dict,1998,11,0
Liberia,450,450.0,Western Africa,Africa,William Tubman,William Tubman.Liberia.1946.1970.Civilian Dict,Non-democracy,Civilian Dict,1946,25,0
Liberia,450,450.0,Western Africa,Africa,"William Tolbert, Jr.","William Tolbert, Jr..Liberia.1971.1979.Civilian Dict",Non-democracy,Civilian Dict,1971,9,0
Liberia,450,450.0,Western Africa,Africa,Samuel Doe,Samuel Doe.Liberia.1980.1989.Military Dict,Non-democracy,Military Dict,1980,10,0
Liberia,450,450.0,Western Africa,Africa,Amos Sawyer,Amos Sawyer.Liberia.1990.1992.Civilian Dict,Non-democracy,Civilian Dict,1990,3,1
Liberia,450,450.0,Western Africa,Africa,Philip Banks,Philip Banks.Liberia.1993.1993.Civilian Dict,Non-democracy,Civilian Dict,1993,1,1
Liberia,450,450.0,Western Africa,Africa,David Kpomakpor,David Kpomakpor.Liberia.1994.1994.Civilian Dict,Non-democracy,Civilian Dict,1994,1,1
Liberia,450,450.0,Western Africa,Africa,Wilton Sankawnlo,Wilton Sankawnlo.Liberia.1995.1995.Civilian Dict,Non-democracy,Civilian Dict,1995,1,1
Liberia,450,450.0,Western Africa,Africa,Ruth Perry,Ruth Perry.Liberia.1996.1996.Civilian Dict,Non-democracy,Civilian Dict,1996,1,1
Liberia,450,450.0,Western Africa,Africa,Charles Taylor,Charles Taylor.Liberia.1997.2002.Civilian Dict,Non-democracy,Civilian Dict,1997,6,1
Liberia,450,450.0,Western Africa,Africa,Charles Gyude Bryant,Charles Gyude Bryant.Liberia.2003.2005.Civilian Dict,Non-democracy,Civilian Dict,2003,3,1
Liberia,450,450.0,Western Africa,Africa,Ellen Johnson-Sirleaf,Ellen Johnson-Sirleaf.Liberia.2006.2008.Presidential Dem,Democracy,Presidential Dem,2006,3,0
Libyan Arab Jamahiriya,620,620.0,Northern Africa,Africa,Idris I,Idris I.Libyan Arab Jamahiriya.1951.1968.Monarchy,Non-democracy,Monarchy,1951,18,1
Libyan Arab Jamahiriya,620,620.0,Northern Africa,Africa,Muammar al-Qaddafi,Muammar al-Qaddafi.Libyan Arab Jamahiriya.1969.2008.Military Dict,Non-democracy,Military Dict,1969,40,0
Liechtenstein,223,223.0,Western Europe,Europe,Alexander Frick,Alexander Frick.Liechtenstein.1946.1961.Parliamentary Dem,Democracy,Parliamentary Dem,1946,16,1
Liechtenstein,223,223.0,Western Europe,Europe,Gerard Batliner,Gerard Batliner.Liechtenstein.1962.1969.Parliamentary Dem,Democracy,Parliamentary Dem,1962,8,1
Liechtenstein,223,223.0,Western Europe,Europe,Alfred Hilbe,Alfred Hilbe.Liechtenstein.1970.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1970,4,1
Liechtenstein,223,223.0,Western Europe,Europe,Walter Kieber,Walter Kieber.Liechtenstein.1974.1977.Parliamentary Dem,Democracy,Parliamentary Dem,1974,4,1
Liechtenstein,223,223.0,Western Europe,Europe,Hans Brunhart,Hans Brunhart.Liechtenstein.1978.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1978,15,1
Liechtenstein,223,223.0,Western Europe,Europe,Mario Frick,Mario Frick.Liechtenstein.1993.2000.Parliamentary Dem,Democracy,Parliamentary Dem,1993,8,1
Liechtenstein,223,223.0,Western Europe,Europe,Otmar Hasler,Otmar Hasler.Liechtenstein.2001.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2001,8,0
Lithuania,368,368.0,Northern Europe,Europe,Gediminas Vagnorius,Gediminas Vagnorius.Lithuania.1991.1991.Mixed Dem,Democracy,Mixed Dem,1991,1,1
Lithuania,368,368.0,Northern Europe,Europe,Bronislovas Lubys,Bronislovas Lubys.Lithuania.1992.1992.Mixed Dem,Democracy,Mixed Dem,1992,1,1
Lithuania,368,368.0,Northern Europe,Europe,Adolfas Slezevicius,Adolfas Slezevicius.Lithuania.1993.1995.Mixed Dem,Democracy,Mixed Dem,1993,3,1
Lithuania,368,368.0,Northern Europe,Europe,Gediminas Vagnorius,Gediminas Vagnorius.Lithuania.1996.1998.Mixed Dem,Democracy,Mixed Dem,1996,3,1
Lithuania,368,368.0,Northern Europe,Europe,Andrius Kubilius,Andrius Kubilius.Lithuania.1999.1999.Mixed Dem,Democracy,Mixed Dem,1999,1,1
Lithuania,368,368.0,Northern Europe,Europe,Rolandas Paksas,Rolandas Paksas.Lithuania.2000.2000.Mixed Dem,Democracy,Mixed Dem,2000,1,1
Lithuania,368,368.0,Northern Europe,Europe,Algirdas Brazauskas,Algirdas Brazauskas.Lithuania.2001.2005.Mixed Dem,Democracy,Mixed Dem,2001,5,1
Lithuania,368,368.0,Northern Europe,Europe,Gediminas Kirkilas,Gediminas Kirkilas.Lithuania.2006.2007.Mixed Dem,Democracy,Mixed Dem,2006,2,1
Lithuania,368,368.0,Northern Europe,Europe,Andrius Kubilius,Andrius Kubilius.Lithuania.2008.2008.Mixed Dem,Democracy,Mixed Dem,2008,1,0
Luxembourg,212,212.0,Western Europe,Europe,Pierre Dupong,Pierre Dupong.Luxembourg.1946.1952.Parliamentary Dem,Democracy,Parliamentary Dem,1946,7,0
Luxembourg,212,212.0,Western Europe,Europe,Joseph Bech,Joseph Bech.Luxembourg.1953.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1953,5,1
Luxembourg,212,212.0,Western Europe,Europe,Pierre Frieden,Pierre Frieden.Luxembourg.1958.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1958,1,1
Luxembourg,212,212.0,Western Europe,Europe,Pierre Werner,Pierre Werner.Luxembourg.1959.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1959,15,1
Luxembourg,212,212.0,Western Europe,Europe,Gaston Thorn,Gaston Thorn.Luxembourg.1974.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1974,5,1
Luxembourg,212,212.0,Western Europe,Europe,Pierre Werner,Pierre Werner.Luxembourg.1979.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1979,5,1
Luxembourg,212,212.0,Western Europe,Europe,Jacques Santer,Jacques Santer.Luxembourg.1984.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1984,11,1
Luxembourg,212,212.0,Western Europe,Europe,Jean-Claude Juncker,Jean-Claude Juncker.Luxembourg.1995.2008.Parliamentary Dem,Democracy,Parliamentary Dem,1995,14,0
Macedonia,343,343.0,Southern Europe,Europe,Nikola Kljusev,Nikola Kljusev.Macedonia.1991.1991.Mixed Dem,Democracy,Mixed Dem,1991,1,1
Macedonia,343,343.0,Southern Europe,Europe,Branko Crvenkovski,Branko Crvenkovski.Macedonia.1992.1997.Mixed Dem,Democracy,Mixed Dem,1992,6,1
Macedonia,343,343.0,Southern Europe,Europe,Ljupco Georgievski,Ljupco Georgievski.Macedonia.1998.2001.Mixed Dem,Democracy,Mixed Dem,1998,4,1
Macedonia,343,343.0,Southern Europe,Europe,Branko Crvenkovski,Branko Crvenkovski.Macedonia.2002.2003.Mixed Dem,Democracy,Mixed Dem,2002,2,1
Macedonia,343,343.0,Southern Europe,Europe,Vlado Buckovski,Vlado Buckovski.Macedonia.2004.2005.Mixed Dem,Democracy,Mixed Dem,2004,2,1
Macedonia,343,343.0,Southern Europe,Europe,Nikola Gruevski,Nikola Gruevski.Macedonia.2006.2008.Mixed Dem,Democracy,Mixed Dem,2006,3,0
Madagascar,580,580.0,Eastern Africa,Africa,Philibert Tsiranana,Philibert Tsiranana.Madagascar.1960.1971.Civilian Dict,Non-democracy,Civilian Dict,1960,12,1
Madagascar,580,580.0,Eastern Africa,Africa,Gabriel Ramanantsoa,Gabriel Ramanantsoa.Madagascar.1972.1974.Military Dict,Non-democracy,Military Dict,1972,3,1
Madagascar,580,580.0,Eastern Africa,Africa,Didier Ratsiraka,Didier Ratsiraka.Madagascar.1975.1992.Military Dict,Non-democracy,Military Dict,1975,18,1
Madagascar,580,580.0,Eastern Africa,Africa,Francisque Ravony,Francisque Ravony.Madagascar.1993.1994.Mixed Dem,Democracy,Mixed Dem,1993,2,1
Madagascar,580,580.0,Eastern Africa,Africa,Emmanuel Rakotovahiny,Emmanuel Rakotovahiny.Madagascar.1995.1995.Mixed Dem,Democracy,Mixed Dem,1995,1,1
Madagascar,580,580.0,Eastern Africa,Africa,Norbert Ratsirahonana,Norbert Ratsirahonana.Madagascar.1996.1996.Mixed Dem,Democracy,Mixed Dem,1996,1,1
Madagascar,580,580.0,Eastern Africa,Africa,Pascal Rakotomavo,Pascal Rakotomavo.Madagascar.1997.1997.Mixed Dem,Democracy,Mixed Dem,1997,1,1
Madagascar,580,580.0,Eastern Africa,Africa,Rene Tantely Andrianarivo,Rene Tantely Andrianarivo.Madagascar.1998.2001.Mixed Dem,Democracy,Mixed Dem,1998,4,1
Madagascar,580,580.0,Eastern Africa,Africa,Jacques Sylla,Jacques Sylla.Madagascar.2002.2006.Mixed Dem,Democracy,Mixed Dem,2002,5,1
Madagascar,580,580.0,Eastern Africa,Africa,Charles Rabemananjara,Charles Rabemananjara.Madagascar.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2,0
Malawi,553,553.0,Eastern Africa,Africa,H. Kamuzu Banda,H. Kamuzu Banda.Malawi.1964.1993.Civilian Dict,Non-democracy,Civilian Dict,1964,30,1
Malawi,553,553.0,Eastern Africa,Africa,Bakili Muluzi,Bakili Muluzi.Malawi.1994.2003.Presidential Dem,Democracy,Presidential Dem,1994,10,1
Malawi,553,553.0,Eastern Africa,Africa,Bingu wa Mutharika,Bingu wa Mutharika.Malawi.2004.2008.Presidential Dem,Democracy,Presidential Dem,2004,5,0
Malaysia,820,820.0,South-Eastern Asia,Asia,Tunku Abdul Rahman Putra,Tunku Abdul Rahman Putra.Malaysia.1957.1969.Civilian Dict,Non-democracy,Civilian Dict,1957,13,1
Malaysia,820,820.0,South-Eastern Asia,Asia,Tun Abdul Razak bin Hussein,Tun Abdul Razak bin Hussein.Malaysia.1970.1975.Civilian Dict,Non-democracy,Civilian Dict,1970,6,0
Malaysia,820,820.0,South-Eastern Asia,Asia,Hussein bin Onn,Hussein bin Onn.Malaysia.1976.1980.Civilian Dict,Non-democracy,Civilian Dict,1976,5,1
Malaysia,820,820.0,South-Eastern Asia,Asia,Mahathir bin Mohamed,Mahathir bin Mohamed.Malaysia.1981.2002.Civilian Dict,Non-democracy,Civilian Dict,1981,22,1
Malaysia,820,820.0,South-Eastern Asia,Asia,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi.Malaysia.2003.2008.Civilian Dict,Non-democracy,Civilian Dict,2003,6,0
Maldives,781,781.0,Southern Asia,Asia,Muhammad Farid Didi,Muhammad Farid Didi.Maldives.1965.1967.Monarchy,Non-democracy,Monarchy,1965,3,1
Maldives,781,781.0,Southern Asia,Asia,Ibrahim Nasir,Ibrahim Nasir.Maldives.1968.1977.Civilian Dict,Non-democracy,Civilian Dict,1968,10,1
Maldives,781,781.0,Southern Asia,Asia,Maumoon Abdul Gayoom,Maumoon Abdul Gayoom.Maldives.1978.2007.Civilian Dict,Non-democracy,Civilian Dict,1978,30,1
Maldives,781,781.0,Southern Asia,Asia,Mohamed Nasheed,Mohamed Nasheed.Maldives.2008.2008.Presidential Dem,Democracy,Presidential Dem,2008,1,0
Mali,432,432.0,Western Africa,Africa,Modibo Keita,Modibo Keita.Mali.1960.1967.Civilian Dict,Non-democracy,Civilian Dict,1960,8,1
Mali,432,432.0,Western Africa,Africa,Moussa Traore,Moussa Traore.Mali.1968.1990.Military Dict,Non-democracy,Military Dict,1968,23,1
Mali,432,432.0,Western Africa,Africa,Amadou Toumani Toure,Amadou Toumani Toure.Mali.1991.1991.Military Dict,Non-democracy,Military Dict,1991,1,1
Mali,432,432.0,Western Africa,Africa,Younoussi Toure,Younoussi Toure.Mali.1992.1992.Mixed Dem,Democracy,Mixed Dem,1992,1,1
Mali,432,432.0,Western Africa,Africa,Abdoulaye Sekou Sow,Abdoulaye Sekou Sow.Mali.1993.1993.Mixed Dem,Democracy,Mixed Dem,1993,1,1
Mali,432,432.0,Western Africa,Africa,Ibrahima Boubacar Keita,Ibrahima Boubacar Keita.Mali.1994.1999.Mixed Dem,Democracy,Mixed Dem,1994,6,1
Mali,432,432.0,Western Africa,Africa,Mande Sidibe,Mande Sidibe.Mali.2000.2001.Mixed Dem,Democracy,Mixed Dem,2000,2,1
Mali,432,432.0,Western Africa,Africa,Ahmed Mohamed Ag Hamani,Ahmed Mohamed Ag Hamani.Mali.2002.2003.Mixed Dem,Democracy,Mixed Dem,2002,2,1
Mali,432,432.0,Western Africa,Africa,Ousmane Issoufi Maiga,Ousmane Issoufi Maiga.Mali.2004.2006.Mixed Dem,Democracy,Mixed Dem,2004,3,1
Mali,432,432.0,Western Africa,Africa,Modibo Sidibe,Modibo Sidibe.Mali.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2,0
Malta,338,338.0,Southern Europe,Europe,George Borg Olivier,George Borg Olivier.Malta.1964.1970.Parliamentary Dem,Democracy,Parliamentary Dem,1964,7,1
Malta,338,338.0,Southern Europe,Europe,Dominic Mintoff,Dominic Mintoff.Malta.1971.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1971,13,1
Malta,338,338.0,Southern Europe,Europe,Carmelo Mifsud-Bonnici,Carmelo Mifsud-Bonnici.Malta.1984.1986.Parliamentary Dem,Democracy,Parliamentary Dem,1984,3,1
Malta,338,338.0,Southern Europe,Europe,Eddie Fenech Adami,Eddie Fenech Adami.Malta.1987.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1987,9,1
Malta,338,338.0,Southern Europe,Europe,Alfred Sant,Alfred Sant.Malta.1996.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1996,2,1
Malta,338,338.0,Southern Europe,Europe,Eddie Fenech Adami,Eddie Fenech Adami.Malta.1998.2003.Parliamentary Dem,Democracy,Parliamentary Dem,1998,6,1
Malta,338,338.0,Southern Europe,Europe,Lawrence Gonzi,Lawrence Gonzi.Malta.2004.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2004,5,0
Marshall Islands,983,983.0,Micronesia,Oceania,Amata Kabua,Amata Kabua.Marshall Islands.1990.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1990,6,0
Marshall Islands,983,983.0,Micronesia,Oceania,Kunio Lemari,Kunio Lemari.Marshall Islands.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1,1
Marshall Islands,983,983.0,Micronesia,Oceania,Imata Kabua,Imata Kabua.Marshall Islands.1997.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1997,3,1
Marshall Islands,983,983.0,Micronesia,Oceania,Kessai Note,Kessai Note.Marshall Islands.2000.2007.Parliamentary Dem,Democracy,Parliamentary Dem,2000,8,1
Marshall Islands,983,983.0,Micronesia,Oceania,Litokwa Tomeing,Litokwa Tomeing.Marshall Islands.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,1,0
Mauritania,435,435.0,Western Africa,Africa,Moktar Ould Daddah,Moktar Ould Daddah.Mauritania.1960.1977.Civilian Dict,Non-democracy,Civilian Dict,1960,18,1
Mauritania,435,435.0,Western Africa,Africa,Mustapha Ould Salek,Mustapha Ould Salek.Mauritania.1978.1978.Military Dict,Non-democracy,Military Dict,1978,1,1
Mauritania,435,435.0,Western Africa,Africa,Mahmed Ould Louly,Mahmed Ould Louly.Mauritania.1979.1979.Military Dict,Non-democracy,Military Dict,1979,1,1
Mauritania,435,435.0,Western Africa,Africa,Mohammed Khouna Ould Haydalla,Mohammed Khouna Ould Haydalla.Mauritania.1980.1983.Military Dict,Non-democracy,Military Dict,1980,4,1
Mauritania,435,435.0,Western Africa,Africa,Moaouya Ould Sidi Ahmed Taya,Moaouya Ould Sidi Ahmed Taya.Mauritania.1984.2004.Military Dict,Non-democracy,Military Dict,1984,21,1
Mauritania,435,435.0,Western Africa,Africa,Ely Ould Mohamed Vall,Ely Ould Mohamed Vall.Mauritania.2005.2006.Military Dict,Non-democracy,Military Dict,2005,2,1
Mauritania,435,435.0,Western Africa,Africa,Zeine Ould Zeidane,Zeine Ould Zeidane.Mauritania.2007.2007.Mixed Dem,Democracy,Mixed Dem,2007,1,1
Mauritania,435,435.0,Western Africa,Africa,Mohamed Ould Abdel Aziz,Mohamed Ould Abdel Aziz.Mauritania.2008.2008.Military Dict,Non-democracy,Military Dict,2008,1,0
Mauritius,590,590.0,Eastern Africa,Africa,Seewoosagur Ramgoolam,Seewoosagur Ramgoolam.Mauritius.1968.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1968,14,1
Mauritius,590,590.0,Eastern Africa,Africa,Anerood Jugnauth,Anerood Jugnauth.Mauritius.1982.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1982,13,1
Mauritius,590,590.0,Eastern Africa,Africa,Navin Ramgoolam,Navin Ramgoolam.Mauritius.1995.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1995,5,1
Mauritius,590,590.0,Eastern Africa,Africa,Anerood Jugnauth,Anerood Jugnauth.Mauritius.2000.2002.Parliamentary Dem,Democracy,Parliamentary Dem,2000,3,1
Mauritius,590,590.0,Eastern Africa,Africa,Paul Raymond Berenger,Paul Raymond Berenger.Mauritius.2003.2004.Parliamentary Dem,Democracy,Parliamentary Dem,2003,2,1
Mauritius,590,590.0,Eastern Africa,Africa,Navin(chandra) Ramgoolam,Navin(chandra) Ramgoolam.Mauritius.2005.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2005,4,0
Mexico,70,70.0,Central America,Americas,Miguel Aleman,Miguel Aleman.Mexico.1946.1951.Civilian Dict,Non-democracy,Civilian Dict,1946,6,1
Mexico,70,70.0,Central America,Americas,Adolfo Ruiz Cortines,Adolfo Ruiz Cortines.Mexico.1952.1957.Military Dict,Non-democracy,Military Dict,1952,6,1
Mexico,70,70.0,Central America,Americas,Adolfo Lopez Mateos,Adolfo Lopez Mateos.Mexico.1958.1963.Civilian Dict,Non-democracy,Civilian Dict,1958,6,1
Mexico,70,70.0,Central America,Americas,Gustavo Diaz Ordaz,Gustavo Diaz Ordaz.Mexico.1964.1969.Civilian Dict,Non-democracy,Civilian Dict,1964,6,1
Mexico,70,70.0,Central America,Americas,Luis Echeverria Alvarez,Luis Echeverria Alvarez.Mexico.1970.1975.Civilian Dict,Non-democracy,Civilian Dict,1970,6,1
Mexico,70,70.0,Central America,Americas,Jose Lopez Portillo,Jose Lopez Portillo.Mexico.1976.1981.Civilian Dict,Non-democracy,Civilian Dict,1976,6,1
Mexico,70,70.0,Central America,Americas,Miguel de la Madrid,Miguel de la Madrid.Mexico.1982.1987.Civilian Dict,Non-democracy,Civilian Dict,1982,6,1
Mexico,70,70.0,Central America,Americas,Carlos Salinas de Gortari,Carlos Salinas de Gortari.Mexico.1988.1993.Civilian Dict,Non-democracy,Civilian Dict,1988,6,1
