       id        heduc   heblack   mixed     years   div  
    6918    < 12 years        No      No   20.1095   Yes  
    6919    < 12 years        No      No    22.656    No  
    6921    < 12 years        No      No     25.01    No  
    6922   12-15 years       Yes      No    14.743    No  
    6923     16+ years        No      No    48.999    No  
    6926    < 12 years        No      No     4.203   Yes  
    6929    < 12 years        No      No    54.418    No  
    6941   12-15 years        No      No    13.279    No  
    6942   12-15 years        No      No     25.35    No  
    6951    < 12 years        No      No    32.791    No  
    6955   12-15 years        No      No     7.663    No  
    6960   12-15 years        No      No    17.823    No  
    6966    < 12 years        No      No      .999    No  
    6975    < 12 years        No      No    2.0455   Yes  
    6979   12-15 years        No      No     3.113   Yes  
    6985   12-15 years        No      No    53.993    No  
    6992   12-15 years        No      No    53.993    No  
    6995    < 12 years        No      No    30.916    No  
    6997    < 12 years        No      No    26.015    No  
    7000   12-15 years        No      No    26.762    No  
    7001    < 12 years        No      No    3.1235   Yes  
    7007    < 12 years        No      No     9.495   Yes  
    7013    < 12 years        No      No     9.347   Yes  
    7016   12-15 years        No      No    40.698    No  
    7021   12-15 years        No      No     7.584    No  
    7023    < 12 years        No      No    11.748   Yes  
    7025   12-15 years        No      No    50.494    No  
    7027   12-15 years        No      No    22.992    No  
    7037   12-15 years        No      No    10.338   Yes  
    7039    < 12 years        No      No    40.093    No  
    7042    < 12 years        No      No    40.093    No  
    7046   12-15 years        No      No    18.519    No  
    7052    < 12 years        No      No     9.437    No  
    7055   12-15 years        No      No     9.437    No  
    7057   12-15 years        No      No    26.554    No  
    7060   12-15 years        No      No    26.554    No  
    7064   12-15 years       Yes      No      .238    No  
    7069   12-15 years       Yes      No      .498   Yes  
    7077   12-15 years       Yes      No    11.028   Yes  
    7080   12-15 years        No      No     45.96    No  
    7087   12-15 years        No      No    34.502    No  
    7089   12-15 years        No      No   13.7505   Yes  
    7094   12-15 years        No      No     5.451    No  
    7101   12-15 years        No      No     7.915   Yes  
    7119   12-15 years        No      No    9.7195   Yes  
    7121   12-15 years        No      No    2.4175   Yes  
    7124    < 12 years        No     Yes     55.42    No  
    7130    < 12 years       Yes     Yes    15.995    No  
    7137   12-15 years       Yes      No     4.958    No  
    7142   12-15 years       Yes     Yes    15.995    No  
    7144   12-15 years        No      No    28.008    No  
    7147   12-15 years        No      No     1.002    No  
    7149   12-15 years        No      No    14.749   Yes  
    7151   12-15 years        No      No    42.023    No  
    7154    < 12 years        No      No    42.023    No  
    7161   12-15 years        No      No     5.235    No  
    7179   12-15 years        No      No    3.2495   Yes  
    7192    < 12 years        No      No     51.57    No  
    7195   12-15 years        No      No    38.585    No  
    7197   12-15 years        No      No        20    No  
    7201   12-15 years        No      No    15.997    No  
    7204   12-15 years        No      No    15.997    No  
    7207   12-15 years        No      No    24.999    No  
    7210     16+ years        No      No     5.421   Yes  
    7217    < 12 years        No      No     3.447    No  
    7219   12-15 years        No      No     9.999    No  
    7227     16+ years        No      No    37.999    No  
    7231   12-15 years       Yes      No   22.4995   Yes  
    7233     16+ years        No     Yes    4.4575   Yes  
    7236   12-15 years        No      No   12.4995   Yes  
    7239    < 12 years        No      No      8.35    No  
    7243   12-15 years        No      No    11.532    No  
    7249   12-15 years        No      No    18.237    No  
    7251   12-15 years        No      No    18.237    No  
    7253   12-15 years        No      No     54.91    No  
    7257   12-15 years        No      No     1.752   Yes  
    7263     16+ years        No      No    14.998    No  
    7266   12-15 years        No      No        12    No  
    7271    < 12 years        No      No    48.999    No  
    7273   12-15 years        No      No    41.947    No  
    7277     16+ years        No      No    17.506    No  
    7278     16+ years        No      No    17.506    No  
    7283   12-15 years        No      No     1.465    No  
    7289   12-15 years        No      No     5.829   Yes  
    7295   12-15 years        No      No    37.158    No  
    7297    < 12 years        No      No    29.999    No  
    7301   12-15 years        No      No     1.407    No  
    7303   12-15 years        No      No     9.999    No  
    7305   12-15 years        No      No    1.1585   Yes  
    7310     16+ years        No      No     9.999   Yes  
    7317    < 12 years        No      No    12.769    No  
    7320    < 12 years        No     Yes    44.999    No  
    7324   12-15 years       Yes      No   12.8295   Yes  
    7328    < 12 years       Yes      No    40.854    No  
    7331   12-15 years        No      No     5.081   Yes  
    7337   12-15 years        No      No    18.875    No  
    7339   12-15 years        No      No    21.352    No  
    7348     16+ years        No      No    18.804    No  
    7353   12-15 years        No      No    15.064    No  
    7360   12-15 years        No      No         8   Yes  
    7364   12-15 years        No      No    37.999    No  
    7367   12-15 years        No      No    29.355    No  
    7370     16+ years        No      No     4.794    No  
    7373   12-15 years        No     Yes    13.372    No  
    7375   12-15 years        No      No     35.08    No  
    7378   12-15 years        No      No     35.08    No  
    7384     16+ years        No      No      2.79    No  
    7386   12-15 years        No      No    24.446   Yes  
    7389   12-15 years        No      No     19.42   Yes  
    7394   12-15 years        No      No   10.0835   Yes  
    7402    < 12 years        No      No     4.789    No  
    7404   12-15 years        No      No    13.697    No  
    7407   12-15 years        No      No     10.59   Yes  
    7410   12-15 years        No      No    24.999    No  
    7413   12-15 years        No      No        16    No  
    7417     16+ years        No      No    12.739    No  
    7421    < 12 years        No      No    21.648    No  
    7426   12-15 years        No      No    19.058    No  
    7434   12-15 years        No      No    20.424    No  
    7441   12-15 years        No      No    54.251    No  
    7458   12-15 years        No      No    25.194    No  
    7482    < 12 years        No      No     2.623    No  
    7489   12-15 years        No      No    18.579    No  
    7491    < 12 years        No      No    17.413    No  
    7493   12-15 years        No      No    30.773    No  
    7497   12-15 years        No      No     5.424    No  
    7502   12-15 years        No      No      .608    No  
    7509   12-15 years        No      No    23.414    No  
    7510    < 12 years        No      No     .5145   Yes  
    7512    < 12 years        No      No    13.999    No  
    7515    < 12 years        No      No    13.999    No  
    7518   12-15 years        No      No    22.442   Yes  
    7521     16+ years        No      No    38.612    No  
    7526   12-15 years        No      No     4.994    No  
    7529   12-15 years        No      No     28.14    No  
    7531    < 12 years        No      No        24    No  
    7534    < 12 years        No      No    57.062    No  
    7536    < 12 years        No      No     48.17    No  
    7543   12-15 years        No      No      23.4    No  
    7545   12-15 years        No      No    27.343    No  
    7549   12-15 years        No      No    16.832   Yes  
    7558    < 12 years        No      No      .999   Yes  
    7563   12-15 years        No      No     1.503   Yes  
    7565    < 12 years       Yes      No    25.718   Yes  
    7568    < 12 years        No     Yes    33.752    No  
    7569    < 12 years       Yes      No    22.428    No  
    7572    < 12 years        No      No    27.406    No  
    7584    < 12 years        No      No      .115    No  
    7586     16+ years        No      No    52.172    No  
    7589   12-15 years        No      No    52.172    No  
    7593     16+ years        No      No   19.0825   Yes  
    7594     16+ years        No      No   19.0825   Yes  
    7596   12-15 years       Yes      No    32.923    No  
    7608     16+ years        No      No     8.613    No  
    7624   12-15 years        No      No     1.413    No  
    7627     16+ years        No      No         8    No  
    7630    < 12 years        No      No    48.422    No  
    7638    < 12 years        No      No    24.526    No  
    7643   12-15 years        No      No    22.467    No  
    7645    < 12 years        No      No     .8735   Yes  
    7646   12-15 years        No      No     3.921   Yes  
    7647    < 12 years        No      No      9.27    No  
    7649    < 12 years       Yes     Yes   29.4125   Yes  
    7673   12-15 years       Yes      No    13.032    No  
    7676    < 12 years        No      No     63.45    No  
    7678   12-15 years        No      No    43.953    No  
    7684   12-15 years        No      No    3.4965   Yes  
    7686    < 12 years        No      No    34.691    No  
    7688    < 12 years        No      No    5.8755   Yes  
    7692   12-15 years        No      No    1.7605   Yes  
    7697   12-15 years        No      No    16.249    No  
    7703   12-15 years        No      No     8.534    No  
    7718   12-15 years        No      No      12.2    No  
    7721     16+ years        No      No    9.4155   Yes  
    7725     16+ years        No      No    9.4155   Yes  
    7728   12-15 years        No      No    46.582    No  
    7732   12-15 years        No      No    3.5045   Yes  
    7734     16+ years        No      No    46.705    No  
    7736     16+ years        No      No    20.824    No  
    7742     16+ years        No      No    6.0015   Yes  
    7743     16+ years        No      No    18.086   Yes  
    7745   12-15 years        No      No    6.0015   Yes  
    7747     16+ years        No      No   25.6235   Yes  
    7749   12-15 years        No      No   23.0005   Yes  
    7752   12-15 years        No      No    20.999    No  
    7755   12-15 years        No      No    30.998    No  
    7760     16+ years        No      No   14.0835   Yes  
    7766   12-15 years        No      No    16.816    No  
    7768    < 12 years        No      No      9.58    No  
    7772    < 12 years        No      No    35.669    No  
    7774    < 12 years        No      No    40.219    No  
    7776   12-15 years        No      No      .252    No  
    7779   12-15 years        No      No      .252    No  
    7784   12-15 years        No      No    56.761    No  
    7801   12-15 years       Yes      No    7.6335   Yes  
    7803    < 12 years       Yes      No     3.332   Yes  
    7806   12-15 years        No      No    7.0475   Yes  
    7818   12-15 years        No      No      .999    No  
    7822   12-15 years        No      No   23.8305   Yes  
    7828   12-15 years        No      No     6.338   Yes  
    7839   12-15 years        No      No     3.904    No  
    7841   12-15 years        No      No   26.5245   Yes  
    7846   12-15 years        No      No    6.5025   Yes  
    7849   12-15 years       Yes      No    25.999    No  
    7852   12-15 years        No      No    17.793    No  
    7853    < 12 years        No      No     1.574    No  
    7863   12-15 years        No      No    6.4995   Yes  
    7866   12-15 years        No      No     17.58   Yes  
    7882   12-15 years        No      No   29.7875   Yes  
    7883   12-15 years        No      No    15.669    No  
    7885    < 12 years       Yes      No    18.311   Yes  
    7888    < 12 years        No     Yes   18.7955   Yes  
    7892   12-15 years       Yes      No     9.897    No  
    7894    < 12 years        No     Yes   19.6225   Yes  
    7905   12-15 years        No      No      .419   Yes  
    7907    < 12 years        No      No   15.7355   Yes  
    7911    < 12 years        No      No     2.973    No  
    7912   12-15 years        No      No     2.973    No  
    7915    < 12 years        No      No    9.7635   Yes  
    7918    < 12 years        No      No    14.749    No  
    7920   12-15 years        No      No    26.998    No  
    7922     16+ years        No      No     47.86    No  
    7924     16+ years        No      No    18.166    No  
    7928    < 12 years        No      No     1.719    No  
    7934   12-15 years        No      No    18.598    No  
    7936     16+ years        No      No    40.411    No  
    7940     16+ years        No      No    20.925    No  
    7943     16+ years        No      No    13.511    No  
    7944    < 12 years        No      No    18.505    No  
    7949     16+ years        No      No    6.2835   Yes  
    7952   12-15 years        No      No     6.664   Yes  
    7953   12-15 years        No      No    14.327    No  
    7955   12-15 years        No      No    33.999    No  
    7958   12-15 years        No      No    32.819    No  
    7974   12-15 years        No     Yes     9.914    No  
    7976    < 12 years        No      No     49.99    No  
    7979    < 12 years        No      No     49.99    No  
    7981    < 12 years        No      No    45.758    No  
    7984    < 12 years        No      No    27.499   Yes  
    7987   12-15 years        No      No    28.936    No  
    7992     16+ years        No      No    7.1265   Yes  
    7998     16+ years        No      No      .846    No  
    8002   12-15 years        No      No    16.616   Yes  
    8010   12-15 years        No      No    16.104    No  
    8019    < 12 years        No      No    4.9145   Yes  
    8027     16+ years        No      No    24.142    No  
    8029   12-15 years        No      No      46.1    No  
    8036   12-15 years        No      No   23.7455   Yes  
    8038   12-15 years        No      No    57.561    No  
    8042     16+ years        No      No    17.947    No  
    8043     16+ years        No      No    17.947    No  
    8045   12-15 years        No      No    50.103    No  
    8048   12-15 years        No      No    50.103    No  
    8050    < 12 years        No      No    7.0005   Yes  
    8053    < 12 years        No      No    28.997    No  
    8058   12-15 years        No      No      8.52    No  
    8064   12-15 years        No      No    22.001    No  
    8070    < 12 years       Yes      No     46.24    No  
    8073   12-15 years        No      No    60.882    No  
    8075     16+ years        No      No    8.7475   Yes  
    8083   12-15 years        No      No     4.865    No  
    8087   12-15 years        No      No    17.177    No  
    8092   12-15 years        No      No    21.092    No  
    8094    < 12 years        No      No     55.14    No  
    8098    < 12 years        No      No    43.984    No  
    8101    < 12 years        No      No    49.142    No  
    8103   12-15 years        No      No    15.617   Yes  
    8107   12-15 years        No      No    17.722    No  
    8111   12-15 years        No      No    32.419    No  
    8114    < 12 years        No      No    2.0015   Yes  
    8122    < 12 years        No      No    38.743    No  
    8124    < 12 years        No      No     50.24    No  
    8128    < 12 years        No      No     1.415    No  
    8131   12-15 years        No      No    27.023    No  
    8133   12-15 years        No      No    9.3745   Yes  
    8138   12-15 years        No      No         4   Yes  
    8144     16+ years        No      No    26.196    No  
    8146   12-15 years        No      No    14.001    No  
    8149   12-15 years        No      No    14.001    No  
    8151    < 12 years        No     Yes    22.582   Yes  
    8157   12-15 years        No      No    23.351    No  
    8161    < 12 years        No      No    11.923   Yes  
    8172   12-15 years        No     Yes    6.4585   Yes  
    8183   12-15 years        No      No     9.259    No  
    8186   12-15 years        No      No    42.097    No  
    8192    < 12 years        No      No   12.1205   Yes  
    8198   12-15 years        No      No     7.009    No  
    8210   12-15 years       Yes     Yes    10.122   Yes  
    8218    < 12 years        No     Yes    42.376    No  
    8221   12-15 years        No      No    23.042    No  
    8223   12-15 years        No      No    19.003    No  
    8225     16+ years        No      No    13.999    No  
    8228   12-15 years        No      No    13.999    No  
    8231    < 12 years        No      No     1.068    No  
    8233    < 12 years        No      No    27.201    No  
    8244    < 12 years        No      No      .917   Yes  
    8245     16+ years        No      No     2.168   Yes  
    8247   12-15 years        No      No     8.583   Yes  
    8255    < 12 years       Yes      No     9.142    No  
    8260    < 12 years        No     Yes     53.04    No  
    8265     16+ years        No      No      .676    No  
    8266   12-15 years        No      No     4.085   Yes  
    8270    < 12 years       Yes      No     6.177    No  
    8275   12-15 years        No      No     6.661    No  
    8278   12-15 years        No     Yes    5.1635   Yes  
    8283   12-15 years       Yes      No     3.285    No  
    8288     16+ years        No      No   13.2925   Yes  
    8292     16+ years        No      No    12.586   Yes  
    8294    < 12 years        No      No     5.002    No  
    8295   12-15 years        No      No    12.794    No  
    8298   12-15 years        No      No    7.0005   Yes  
    8300   12-15 years        No      No   20.3645   Yes  
    8302     16+ years        No      No    10.806    No  
    8307     16+ years        No      No     5.043    No  
    8311     16+ years       Yes      No     7.948    No  
    8314   12-15 years       Yes     Yes   10.9655   Yes  
    8321   12-15 years       Yes     Yes    11.953    No  
    8335   12-15 years        No     Yes      3.77    No  
    8340   12-15 years        No     Yes     2.001    No  
    8348   12-15 years       Yes      No      7.94    No  
    8350    < 12 years       Yes      No        20    No  
    8353   12-15 years       Yes      No        20    No  
    8358     16+ years        No      No     6.207    No  
    8364   12-15 years        No      No     1.799    No  
    8372   12-15 years        No      No     2.649   Yes  
    8376    < 12 years        No      No    56.999    No  
    8380    < 12 years        No      No    11.502    No  
    8385    < 12 years        No      No    27.496    No  
    8390    < 12 years        No      No    11.502    No  
    8396     16+ years        No      No     2.502    No  
    8405   12-15 years        No      No   15.0035   Yes  
    8419     16+ years        No      No      .567    No  
    8423    < 12 years        No     Yes   26.3765   Yes  
    8427   12-15 years        No     Yes     3.335   Yes  
    8433    < 12 years       Yes     Yes     .9995   Yes  
    8444   12-15 years       Yes      No     15.63    No  
    8451    < 12 years       Yes     Yes    23.231    No  
    8453   12-15 years       Yes     Yes   16.3175   Yes  
    8456    < 12 years        No     Yes   16.3315   Yes  
    8466     16+ years       Yes      No      7.02    No  
    8470   12-15 years        No     Yes    25.366    No  
    8474   12-15 years       Yes      No    6.8335   Yes  
    8480   12-15 years       Yes     Yes    11.206    No  
    8483   12-15 years        No      No    18.097    No  
    8486    < 12 years        No      No      .753   Yes  
    8487   12-15 years        No      No    6.0835   Yes  
    8498    < 12 years        No      No      7.31    No  
    8512   12-15 years        No     Yes    17.999    No  
    8517   12-15 years       Yes      No     8.271   Yes  
    8520    < 12 years        No     Yes    3.1665   Yes  
    8532    < 12 years        No     Yes    10.664    No  
    8535   12-15 years        No      No     5.328    No  
    8547   12-15 years        No     Yes    22.423   Yes  
    8550   12-15 years       Yes      No     20.69    No  
    8555   12-15 years        No     Yes      1.41    No  
    8563   12-15 years       Yes      No    10.168   Yes  
    8569   12-15 years       Yes     Yes    3.0005   Yes  
    8576   12-15 years       Yes      No     3.291    No  
    8585    < 12 years       Yes     Yes    2.1655   Yes  
    8587    < 12 years       Yes      No    19.106   Yes  
    8589    < 12 years        No     Yes    24.663    No  
    8594   12-15 years       Yes     Yes      7.02    No  
    8598    < 12 years       Yes     Yes     2.494    No  
    8600    < 12 years       Yes      No    35.001    No  
    8605   12-15 years        No     Yes    10.916    No  
    8613    < 12 years       Yes      No     2.779    No  
    8629   12-15 years       Yes      No     2.749    No  
    8640    < 12 years       Yes      No     6.598   Yes  
    8673    < 12 years       Yes      No     1.503    No  
    8683    < 12 years       Yes     Yes   19.2775   Yes  
    8685    < 12 years       Yes      No   38.0915   Yes  
    8690    < 12 years       Yes     Yes         4   Yes  
    8693   12-15 years        No     Yes   11.2885   Yes  
    8702   12-15 years       Yes     Yes    27.441    No  
    8719    < 12 years       Yes      No     9.413    No  
    8726   12-15 years       Yes      No     8.104    No  
    8730   12-15 years       Yes      No     4.104    No  
    8741   12-15 years       Yes     Yes     4.104    No  
    8743    < 12 years        No     Yes        28    No  
    8754    < 12 years       Yes      No    20.041    No  
    8758    < 12 years        No     Yes    2.4555   Yes  
    8761    < 12 years        No     Yes    38.669    No  
    8773     16+ years        No      No    22.502    No  
    8775    < 12 years        No      No    13.084   Yes  
    8780   12-15 years        No      No         4   Yes  
    8786    < 12 years        No      No     1.503   Yes  
    8789   12-15 years        No      No     1.369    No  
    8795   12-15 years        No     Yes    40.838    No  
    8798   12-15 years        No     Yes    33.689    No  
    8801   12-15 years        No     Yes    42.754    No  
    8805    < 12 years        No     Yes     8.167   Yes  
    8813   12-15 years       Yes     Yes    3.1295   Yes  
    8815   12-15 years       Yes      No    5.3335   Yes  
    8816     16+ years       Yes      No     5.826   Yes  
    8822     16+ years       Yes      No     3.173    No  
    8827   12-15 years        No      No     7.759    No  
    8831    < 12 years        No      No    16.219   Yes  
    8833    < 12 years        No      No   36.3775   Yes  
    8835   12-15 years        No      No    27.381    No  
    8837   12-15 years        No      No    13.922    No  
    8846   12-15 years        No      No     8.252   Yes  
    8851   12-15 years        No      No     5.153    No  
    8854   12-15 years        No      No    18.319    No  
    8856     16+ years        No      No     7.855   Yes  
    8860   12-15 years        No      No    43.556    No  
    8885     16+ years        No      No    2.1655   Yes  
    8887   12-15 years        No      No    25.958    No  
    8908     16+ years        No      No      4.17   Yes  
    8924   12-15 years       Yes      No         8    No  
    8927    < 12 years        No     Yes    23.918    No  
    8930    < 12 years       Yes     Yes     9.624    No  
    8932   12-15 years        No     Yes    7.5975   Yes  
    8937    < 12 years        No     Yes   11.1075   Yes  
    8939   12-15 years       Yes     Yes   29.1635   Yes  
    8959    < 12 years       Yes     Yes   11.6605   Yes  
    8969   12-15 years        No     Yes      .167   Yes  
    8971   12-15 years        No      No    29.999    No  
    8974   12-15 years        No      No    29.999    No  
    8978   12-15 years        No     Yes     15.54    No  
    8979    < 12 years       Yes     Yes    17.582    No  
    8984    < 12 years       Yes      No    14.905    No  
    8993   12-15 years        No     Yes    6.8335   Yes  
    8997    < 12 years       Yes      No      6.04    No  
    8998   12-15 years        No      No    6.0015   Yes  
    9007   12-15 years        No      No    9.6945   Yes  
    9012   12-15 years        No      No     20.29    No  
    9013   12-15 years        No      No     20.29    No  
    9018   12-15 years        No      No    13.155    No  
    9028   12-15 years        No      No   14.1655   Yes  
    9042   12-15 years        No      No    12.665    No  
    9049   12-15 years        No      No    12.578   Yes  
    9057   12-15 years        No      No      .164    No  
    9060   12-15 years        No     Yes    45.164    No  
    9062    < 12 years       Yes      No    12.999    No  
    9065    < 12 years        No     Yes     4.539    No  
    9067   12-15 years       Yes     Yes   14.8365   Yes  
    9069    < 12 years       Yes      No   11.9645   Yes  
    9082   12-15 years        No      No    16.504   Yes  
    9088   12-15 years        No      No     5.503   Yes  
    9091   12-15 years        No      No    16.504   Yes  
    9096   12-15 years        No      No     5.503   Yes  
    9098   12-15 years       Yes     Yes    11.001    No  
    9100    < 12 years        No      No   17.2185   Yes  
    9102    < 12 years        No      No    18.023    No  
    9108   12-15 years       Yes     Yes    20.252   Yes  
    9112   12-15 years       Yes      No   17.5825   Yes  
    9118    < 12 years        No     Yes    6.0015   Yes  
    9126    < 12 years       Yes      No    50.108    No  
    9131   12-15 years       Yes      No    4.9145   Yes  
    9133    < 12 years       Yes      No     2.004    No  
    9146    < 12 years       Yes      No     4.225    No  
    9158   12-15 years       Yes      No    29.077    No  
    9161     16+ years        No     Yes    39.669    No  
    9163   12-15 years       Yes      No    3.3375   Yes  
    9171    < 12 years        No      No     2.171   Yes  
    9173    < 12 years        No      No    56.668    No  
    9188    < 12 years        No      No    49.511    No  
    9192   12-15 years        No      No     15.17    No  
    9198    < 12 years        No      No    25.018    No  
    9199    < 12 years        No      No     6.897    No  
    9219   12-15 years        No     Yes    18.374    No  
    9232   12-15 years       Yes     Yes     3.666   Yes  
    9237    < 12 years        No      No     46.22    No  
    9239    < 12 years        No      No    30.081    No  
    9241   12-15 years        No      No     14.22    No  
    9243    < 12 years       Yes     Yes    17.952   Yes  
    9245    < 12 years       Yes      No    37.539    No  
    9248    < 12 years        No     Yes    48.252    No  
    9255   12-15 years       Yes      No    15.622   Yes  
    9263   12-15 years        No      No    7.5045   Yes  
    9266   12-15 years        No      No    2.6615   Yes  
    9269    < 12 years        No     Yes   26.8885   Yes  
    9271   12-15 years        No     Yes   20.1285   Yes  
    9273    < 12 years        No      No    20.942    No  
    9281   12-15 years        No      No     5.588   Yes  
    9284     16+ years        No      No    3.0855   Yes  
    9292    < 12 years        No     Yes    11.904    No  
    9293   12-15 years       Yes     Yes    11.904    No  
    9299   12-15 years        No     Yes     5.383    No  
    9308    < 12 years        No      No     1.084   Yes  
    9317    < 12 years        No      No   12.2795   Yes  
    9325    < 12 years        No      No      3.02    No  
    9328    < 12 years        No     Yes        16    No  
    9331   12-15 years        No     Yes    17.169    No  
    9336   12-15 years       Yes      No     1.728    No  
    9339   12-15 years        No     Yes     6.998   Yes  
    9341     16+ years       Yes     Yes    13.875    No  
    9342   12-15 years        No     Yes     18.71    No  
    9344    < 12 years       Yes      No    34.001    No  
    9346    < 12 years        No      No     6.502   Yes  
    9349   12-15 years        No      No    6.0165   Yes  
    9353   12-15 years        No      No   10.2505   Yes  
    9356   12-15 years        No     Yes    22.749    No  
    9359   12-15 years       Yes      No    24.999    No  
    9382    < 12 years       Yes      No    12.219   Yes  
    9385   12-15 years       Yes      No    17.363    No  
    9387    < 12 years       Yes     Yes    29.999    No  
    9393   12-15 years        No      No    24.044    No  
    9395     16+ years        No      No   29.7275   Yes  
    9397    < 12 years        No     Yes     33.96    No  
    9409   12-15 years       Yes      No    15.589    No  
    9418   12-15 years       Yes      No     8.225    No  
    9419   12-15 years        No     Yes    15.918   Yes  
    9430    < 12 years       Yes     Yes    21.774   Yes  
    9436   12-15 years        No      No    11.748    No  
    9440     16+ years        No      No    11.748    No  
    9449    < 12 years        No      No    16.901    No  
    9458   12-15 years        No      No      .523    No  
    9464   12-15 years        No      No    10.089    No  
    9466     16+ years        No      No   19.6715   Yes  
    9472    < 12 years        No      No    11.606    No  
    9483   12-15 years        No      No     3.748   Yes  
    9490    < 12 years        No      No    25.065   Yes  
    9493    < 12 years        No      No    43.745    No  
    9496   12-15 years       Yes      No    46.962   Yes  
    9498    < 12 years        No      No   25.4125   Yes  
    9502     16+ years        No      No    33.695    No  
    9505    < 12 years        No     Yes    46.535    No  
    9512   12-15 years       Yes      No     6.975   Yes  
    9518     16+ years       Yes      No     3.833   Yes  
    9525   12-15 years        No     Yes    14.283   Yes  
    9528   12-15 years        No     Yes    19.896    No  
    9529     16+ years        No      No     7.786    No  
    9534   12-15 years        No     Yes    31.921    No  
    9536   12-15 years       Yes     Yes     .4985   Yes  
    9542    < 12 years        No     Yes    2.0205   Yes  
    9544    < 12 years        No     Yes    21.213   Yes  
    9547   12-15 years        No      No        12    No  
    9550   12-15 years        No      No    20.129    No  
    9552   12-15 years        No      No    25.166    No  
    9554   12-15 years       Yes     Yes    2.6285   Yes  
    9558     16+ years        No     Yes    21.952    No  
    9561    < 12 years        No      No    13.539   Yes  
    9563    < 12 years        No      No    12.235    No  
    9565    < 12 years       Yes      No    8.9555   Yes  
    9567    < 12 years        No     Yes    60.249    No  
    9577   12-15 years       Yes      No     7.351    No  
    9590   12-15 years        No     Yes    2.1625   Yes  
    9601   12-15 years       Yes      No    2.1625   Yes  
    9659    < 12 years        No     Yes   19.7915   Yes  
    9663    < 12 years       Yes     Yes    39.417    No  
    9666    < 12 years        No     Yes    39.417    No  
    9667    < 12 years       Yes      No    18.585    No  
    9669   12-15 years        No     Yes   33.9955   Yes  
    9670   12-15 years        No     Yes     3.756   Yes  
    9676   12-15 years        No     Yes    8.2925   Yes  
    9683   12-15 years        No     Yes    18.212    No  
    9686   12-15 years       Yes      No    11.751    No  
    9690    < 12 years       Yes      No    13.763    No  
    9692   12-15 years       Yes      No   12.5515   Yes  
    9698    < 12 years        No     Yes    14.319    No  
    9701    < 12 years        No     Yes    12.747    No  
    9721    < 12 years       Yes     Yes    12.931    No  
    9723    < 12 years       Yes      No   22.0805   Yes  
    9725     16+ years        No      No    34.084    No  
    9727    < 12 years        No      No    11.296   Yes  
    9729    < 12 years       Yes     Yes    14.905    No  
    9733   12-15 years       Yes     Yes     3.261    No  
    9739    < 12 years        No     Yes    11.102    No  
    9741    < 12 years       Yes     Yes    35.756    No  
    9746    < 12 years        No     Yes    19.332    No  
    9752    < 12 years       Yes      No     3.808    No  
    9759    < 12 years       Yes      No     5.509    No  
    9766   12-15 years        No      No    13.418   Yes  
    9768   12-15 years        No     Yes    16.834    No  
    9770    < 12 years       Yes      No        12    No  
    9774    < 12 years        No      No    11.303   Yes  
    9777   12-15 years        No      No     6.297    No  
    9790   12-15 years       Yes      No     2.286    No  
    9792     16+ years        No      No     9.618   Yes  
    9801   12-15 years        No      No     2.012    No  
    9814    < 12 years       Yes     Yes    24.961    No  
    9824   12-15 years       Yes      No     2.617    No  
    9826   12-15 years        No      No    40.523    No  
    9828   12-15 years        No      No    17.016    No  
    9830    < 12 years       Yes     Yes    42.921    No  
    9833    < 12 years        No     Yes    42.921    No  
    9842   12-15 years       Yes      No     2.256    No  
    9849   12-15 years       Yes     Yes    16.216    No  
    9857   12-15 years       Yes      No     1.911    No  
    9859   12-15 years       Yes      No    15.247    No  
    9868    < 12 years       Yes     Yes        28    No  
    9874   12-15 years       Yes     Yes     1.563    No  
    9876   12-15 years        No      No   12.4845   Yes  
    9885   12-15 years        No      No     2.576    No  
    9888   12-15 years        No     Yes    15.603    No  
    9909   12-15 years       Yes      No     6.527    No  
    9911   12-15 years        No      No     47.25    No  
    9918   12-15 years        No      No    11.751    No  
    9927   12-15 years        No      No    16.339    No  
    9953   12-15 years        No      No    21.999    No  
    9959   12-15 years       Yes     Yes    4.7475   Yes  
    9965    < 12 years        No     Yes    11.502    No  
    9966   12-15 years        No     Yes    14.856    No  
    9974   12-15 years       Yes     Yes    18.825    No  
    9997   12-15 years        No     Yes    17.065    No  
   10001   12-15 years       Yes      No   28.4985   Yes  
   10004   12-15 years        No     Yes    28.501    No  
   10007   12-15 years        No     Yes    36.041    No  
   10016   12-15 years       Yes     Yes      .539    No  
   10020    < 12 years        No     Yes    11.841    No  
   10022    < 12 years        No     Yes    32.164    No  
   10026   12-15 years       Yes     Yes     5.372    No  
   10029   12-15 years        No      No    15.025    No  
   10031   12-15 years        No      No     8.512    No  
   10039    < 12 years        No     Yes    18.998    No  
   10045    < 12 years        No     Yes    4.4955   Yes  
   10050    < 12 years       Yes     Yes    17.503   Yes  
   10054     16+ years        No     Yes      4.72    No  
   10056    < 12 years        No     Yes   24.9995   Yes  
   10059   12-15 years       Yes      No     2.245   Yes  
   10063   12-15 years       Yes     Yes    19.554    No  
   10067   12-15 years       Yes      No    11.551    No  
   10080   12-15 years        No     Yes    11.551    No  
   10082    < 12 years       Yes     Yes    10.552   Yes  
   10089    < 12 years        No      No        20    No  
   10092    < 12 years        No     Yes    31.792    No  
   10094   12-15 years       Yes      No     3.923    No  
